parte_inclusion_digital,sexo,edad,departamento,ciudad,unidad_educativa,normalista,tecnico,licenciatura,especializacion,maestria,doctorado,otro,experiencia,tiempo_establecimiento,tiempo_establecimiento,area,curso_tecnologia,institucion,tiene_computadora,tipo_computadora,numero_computadoras,tienen_tablets,numero_tablet,origen_computadora,internet_casa,internet_movil,internet_colegio,ultima_semana_internet
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,NACIONAL AYACUCHO,0,0,1,0,0,0,,10,Más de un año,5,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
No,Masculino,52,Cochabamba,Sacaba,SACABA DIURNO,0,0,0,0,0,0,Titular por antigüedad ,25,Más de un año,21,Cosmos y Pensamiento,1,Aula virtual ,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,33,Santa Cruz,Santa Cruz de la Sierra,NACIONAL AYACUCHO,1,0,1,1,0,0,,11,Más de un año,8,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,27,Tarija,Tarija,TARIJA 3 Tarde,1,0,1,1,0,0,,3,Más de un año,3,Comunidad y Sociedad,1,Herramientas básicas de las Tics en las Artes Plásticas,1,Computadora portátil,1,0,NA,Por algún familiar,Sí,Sí,Sí,Sí
Sí,Masculino,36,La Paz,El Alto,JOSE ANTONIO PAREDES CANDIA,1,0,0,0,0,0,,6,Más de un año,3,Comunidad y Sociedad,1,Capacitacion en tics,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,57,Santa Cruz,Santa Cruz de la Sierra,LA SALLE TARDE,1,0,0,0,0,0,,32,Más de un año,3,Comunidad y Sociedad,1,uso de las TIC en santillana,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,32,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,1,0,0,0,,11,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,Interactuando en el aula a través de  laas TIC,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,35,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,1,0,0,,12,Más de un año,8,"Ciencia, Tecnología y Producción",1,Entornos interactivos,1,Computadora portátil,1,1,1,Por cuenta propia,No,Sí,No,Sí
No,Masculino,56,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,0,1,0,0,,34,Más de un año,5,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,46,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,0,0,1,0,0,0,,10,Más de un año,5,"Ciencia, Tecnología y Producción",1,Bth,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,No,No,Sí
Sí,Femenino,34,Chuquisaca,Sucre,VICTORIA DIEZ (MAÑANA),1,1,1,0,0,0,,6,Más de un año,6,"Ciencia, Tecnología y Producción",1,geogebra,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,37,La Paz,El Alto,SAN VICENTE DE PAUL,1,1,1,0,0,0,,6,Más de un año,5,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,0,NA,Otro,Sí,Sí,Sí,Sí
Sí,Femenino,34,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,1,0,0,0,,12,Más de un año,8,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,65,La Paz,El Alto,27 DE MAYO B,0,0,0,0,1,0,,34,Más de un año,13,"Vida, Tierra y Territorio",1,El uso de los materiales de laboratorio en la UNEFCO,1,Computadora de escritorio,5,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,63,La Paz,El Alto,AYACUCHO TARDE,1,0,0,0,0,0,,22,Más de un año,6,Comunidad y Sociedad,1,Diseño Gráfico,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,44,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,1,1,0,0,0,,17,Más de un año,14,"Vida, Tierra y Territorio",1,PROGRAMA DE INCLUSION DIGITAL,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,36,Santa Cruz,Santa Cruz de la Sierra,NACIONAL AYACUCHO,1,0,1,0,1,0,,8,Más de un año,8,Comunidad y Sociedad,1,Tic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,42,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,0,0,1,1,0,0,Diplomado en P.A.,27,Más de un año,25,Comunidad y Sociedad,1,capacitacion de inclusion digital,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,No,Sí,Sí
Sí,Femenino,39,La Paz,El Alto,AYACUCHO TARDE,0,1,1,0,0,0,,3,Más de un año,3,Comunidad y Sociedad,1,Agetic,1,Computadora de escritorio,1,1,1,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,38,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,0,0,0,,19,Más de un año,10,"Vida, Tierra y Territorio",1,inclusion digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,60,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,0,0,0,,33,Más de un año,25,Cosmos y Pensamiento,1,capa citacion de inclusión digital,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,63,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,0,0,0,,35,Más de un año,22,Comunidad y Sociedad,1,clases en kuas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,No,Sí
Sí,Femenino,35,La Paz,La Paz,NATALIA PALACIOS,1,0,1,0,0,0,,12,Más de un año,9,"Ciencia, Tecnología y Producción",1,Diplomado bachillerato tecnico humanistico,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,42,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,0,1,0,,14,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,39,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,0,0,0,,8,Más de un año,8,Comunidad y Sociedad,1,capacitacion con kuaas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,37,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,1,0,0,,17,Más de un año,4,Cosmos y Pensamiento,1,inclusion digital capacitacion en kuas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,33,La Paz,El Alto,27 DE MAYO B,0,0,1,0,0,0,,11,Menos de un año,NA,Comunidad y Sociedad,1,Independiente centro lumiere,1,Computadora de escritorio,2,1,1,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,48,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,1,0,0,,22,Más de un año,3,Comunidad y Sociedad,1,curso de capacitacion de inclucion Digital,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,63,La Paz,La Paz,PEDRO POVEDA A,1,0,0,0,0,0,,39,Más de un año,21,Comunidad y Sociedad,1,Las tics aplicadas en el aula,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,59,Tarija,Tarija,JOSE MANUEL AVILA 2 Tarde,1,0,0,1,0,0,,30,Más de un año,4,"Ciencia, Tecnología y Producción",1,Manejo de las kuas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,33,Cochabamba,Sacaba,SACABA DIURNO,0,0,1,0,0,0,,4,Más de un año,2,Comunidad y Sociedad,1,diplomado en tecnologia educativa,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,33,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,0,0,1,0,0,0,,8,Menos de un año,NA,"Vida, Tierra y Territorio",1,TICs,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Masculino,47,La Paz,El Alto,SAN VICENTE DE PAUL,1,0,1,0,0,0,,25,Más de un año,16,"Ciencia, Tecnología y Producción",1,Kiss por el ministerio de educacion,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,63,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,1,1,0,0,0,,33,Más de un año,23,"Vida, Tierra y Territorio",1,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,46,La Paz,El Alto,1RO. DE MAYO TARDE,1,0,0,0,0,0,,20,Más de un año,6,Comunidad y Sociedad,1,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,34,La Paz,La Paz,25 DE MAYO,1,0,1,0,1,0,,13,Más de un año,13,"Ciencia, Tecnología y Producción",1,Tecnología de la información y comunicación-Proyectos Educativos en Tecnología ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,18 DE MARZO B,1,0,1,0,0,0,,8,Menos de un año,NA,Comunidad y Sociedad,1,Capacotación en el uso de las Quas,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,38,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,1,0,0,0,,11,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,Tecnica tecnologia general,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,39,La Paz,La Paz,SAN SIMON DE AYACUCHO A,1,0,1,0,0,0,,16,Más de un año,13,Comunidad y Sociedad,0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,36,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,0,0,1,1,0,0,,9,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,informatica y robotica en el aula ,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,33,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,1,1,0,0,0,,10,Más de un año,3,"Ciencia, Tecnología y Producción",1,Técnico en hardware,1,Computadora portátil,4,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,30,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,1,0,0,0,,7,Más de un año,3,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Femenino,44,Beni,Trinidad,NUESTRA SEÑORA DE FATIMA Mañana,0,0,1,0,0,0,,23,Más de un año,21,Comunidad y Sociedad,1,Inclusion digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,50,La Paz,El Alto,SAN LUIS TARDE,1,0,1,0,0,0,,23,Más de un año,3,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,35,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,1,0,0,,8,Más de un año,2,"Vida, Tierra y Territorio",1,Elaboración de videos y manejo de programas para elaborar mapas mentales,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,47,La Paz,La Paz,MAX VALDIVIA,0,0,1,0,0,0,,18,Más de un año,7,Cosmos y Pensamiento,1,"Las TICs en la educación,  Inclusión digital ",1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,0,0,0,1,0,0,,19,Más de un año,15,Comunidad y Sociedad,1,Unefco,1,Computadora portátil,1,1,1,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,39,La Paz,La Paz,SAN SIMON DE AYACUCHO A,0,0,1,0,0,0,,14,Más de un año,4,Comunidad y Sociedad,1,"Inkscape,sozi",1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Femenino,38,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,1,0,0,0,,11,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,Lad tic aplicadas en el aula,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,33,La Paz,La Paz,GUALBERTO VILLARROEL NRO. 2,1,0,0,0,0,0,,3,Más de un año,2,"Ciencia, Tecnología y Producción",1,presentaciones con incscape y sosi,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,45,La Paz,El Alto,SAN LUIS TARDE,1,0,1,0,0,0,,25,Más de un año,20,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,60,La Paz,La Paz,25 DE MAYO,1,0,1,1,0,0,,38,Más de un año,33,"Ciencia, Tecnología y Producción",1,Interactuando en el aula a trvés de las TIC,1,Computadora portátil,5,1,2,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,31,La Paz,El Alto,SAN LUIS TARDE,1,0,1,0,0,0,,8,Más de un año,4,Comunidad y Sociedad,0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,41,Tarija,Tarija,JOSE MANUEL AVILA 1 Mañana,1,0,1,1,0,0,,19,Más de un año,3,Comunidad y Sociedad,1,uso del programa Classroom..,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,36,La Paz,El Alto,MERCEDES BELZU DE DORADO B,0,0,1,0,0,0,,13,Más de un año,11,"Vida, Tierra y Territorio",1,tics,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,56,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,0,0,0,,30,Más de un año,25,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,YUNGUYO FE Y ALEGRIA TARDE,1,0,1,0,0,0,,19,Más de un año,9,Comunidad y Sociedad,1,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,59,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,0,0,0,0,,31,Más de un año,22,"Ciencia, Tecnología y Producción",1,Informacion educativa ,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,No
Sí,Masculino,49,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,0,0,1,0,0,0,,25,Más de un año,21,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,42,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,0,0,1,0,0,0,,17,Más de un año,5,Comunidad y Sociedad,1,Unesco,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,31,Beni,Trinidad,NACIONAL 6 DE AGOSTO Mañana,1,0,1,1,0,0,,9,Más de un año,1,Cosmos y Pensamiento,1,,1,Computadora portátil,2,1,2,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,30,La Paz,El Alto,REPUBLICA DE BOLIVIA,1,0,1,0,0,0,,4,Más de un año,1,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Masculino,34,La Paz,El Alto,REPUBLICA DE BOLIVIA,1,0,1,0,0,0,,8,Más de un año,6,Comunidad y Sociedad,1,Manejo de PowerPoint ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Masculino,38,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,0,0,1,0,0,0,,13,Más de un año,10,Cosmos y Pensamiento,1,TIC,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,Sí,Sí
Sí,Masculino,42,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,1,0,0,0,0,0,,17,Más de un año,14,Comunidad y Sociedad,1,TIC ,1,Computadora de escritorio,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,40,Tarija,San Lorenzo,JULIO SUCRE Mañana,1,0,0,0,0,0,,5,Más de un año,3,"Ciencia, Tecnología y Producción",1, googleform,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,50,Tarija,Tarija,LA PAZ Mañana,1,0,1,0,0,0,,21,Más de un año,17,"Ciencia, Tecnología y Producción",1,Herramientas TIC ,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,51,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,1,0,0,,26,Más de un año,6,Cosmos y Pensamiento,1,,0,,NA,0,NA,Otro,Sí,Sí,No,Sí
Sí,Masculino,38,Cochabamba,Quillacollo,SAN MARTÍN DE PORRES (TARDE),1,0,0,0,0,0,,7,Más de un año,3,Comunidad y Sociedad,0,,1,Computadora de escritorio,3,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,35,La Paz,El Alto,PARAISO B,0,0,1,0,0,0,,11,Más de un año,3,"Vida, Tierra y Territorio",1,Laboratorio virtual de física diseño de estructuras químicas 2D - 3D,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,Sí,Sí
Sí,Femenino,42,Beni,Trinidad,NICOLAS SUAREZ Mañana,1,0,1,1,0,0,,18,Menos de un año,NA,Comunidad y Sociedad,1,Capasitacionde las quipus ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,44,Beni,Trinidad,NICOLAS SUAREZ Mañana,1,0,1,1,0,0,,13,Más de un año,11,Cosmos y Pensamiento,1,Capacitacion  de las quipus,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,41,Beni,Trinidad,NICOLAS SUAREZ Mañana,1,1,0,0,0,0,,10,Más de un año,10,"Ciencia, Tecnología y Producción",1,Inclusion digital,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,46,Chuquisaca,Sucre,LICEO MILITAR TTE. EDMUNDO ANDRADE,0,0,1,0,0,0,,21,Más de un año,17,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,41,Beni,Trinidad,SAN ANTONIO Mañana,0,0,1,0,0,0,,8,Más de un año,4,Comunidad y Sociedad,1,Inclusión digital,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,47,Santa Cruz,Santa Cruz de la Sierra,NACIONAL FLORIDA I,1,0,0,1,0,0,Maestro  de ciencias sociales ,15,Más de un año,2,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,37,Pando,Cobija,MCAL. SUCRE MAÑANA,1,0,0,0,0,0,,7,Más de un año,2,Comunidad y Sociedad,1,Tics,1,Computadora portátil,2,1,2,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,19,Más de un año,19,Comunidad y Sociedad,1,Programas de software libre,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,50,La Paz,El Alto,ALTO DE LA ALIANZA MAÑANA,1,0,1,0,0,0,,26,Más de un año,22,"Ciencia, Tecnología y Producción",1,Class rom pizarra virtual,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,65,Cochabamba,Cochabamba,ABAROA A,1,0,0,0,0,0,,22,Más de un año,10,Cosmos y Pensamiento,1,Cursos de seduca,1,Computadora portátil,2,0,NA,Otro,Sí,No,No,Sí
No,Femenino,39,Beni,Trinidad,SAN ANTONIO Mañana,1,0,0,0,0,0,,15,Más de un año,8,Comunidad y Sociedad,1,Inclusion digital,1,Computadora portátil,3,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,43,La Paz,La Paz,CHASQUIPAMPA A,1,0,1,1,0,0,,25,Más de un año,19,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,47,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,22,Más de un año,22,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,61,Santa Cruz,Santa Cruz de la Sierra,CASTULO CHAVEZ MAÑANA,1,0,1,0,0,0,,31,Más de un año,19,Cosmos y Pensamiento,1,Inclusion digital,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,55,La Paz,La Paz,CHASQUIPAMPA A,1,0,0,0,0,0,,25,Más de un año,12,"Ciencia, Tecnología y Producción",1,Manejo de KUAAS ,1,Computadora de escritorio,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,50,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,25,Más de un año,25,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,Sí,Sí
Sí,Masculino,42,La Paz,La Paz,URUGUAY,0,1,0,0,0,0,,18,Más de un año,10,"Ciencia, Tecnología y Producción",1,Programas de software libre,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,30,La Paz,El Alto,SAN VICENTE DE PAUL,1,0,0,0,0,0,,8,Más de un año,8,Cosmos y Pensamiento,1,mapas mentales,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,46,La Paz,El Alto,BOLIVIA MAÑANA,1,0,1,1,0,0,,20,Más de un año,3,"Ciencia, Tecnología y Producción",0,,0,,NA,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,46,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,20,Más de un año,8,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,No
Sí,Femenino,45,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,20,Más de un año,20,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,No
Sí,Femenino,45,Santa Cruz,Montero,Nacional Montero,1,0,1,0,0,0,,25,Más de un año,14,"Vida, Tierra y Territorio",1,Ofimatica  tic,1,Computadora portátil,2,0,NA,Otro,Sí,Sí,No,Sí
Sí,Femenino,49,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,25,Más de un año,15,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,No
Sí,Femenino,42,La Paz,La Paz,URUGUAY,1,0,0,0,0,0,,21,Más de un año,21,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,No
No,Masculino,33,La Paz,La Paz,BOLIVIA IV,1,0,1,1,0,0,,4,Más de un año,2,Comunidad y Sociedad,0,,1,Computadora de escritorio,4,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,31,Tarija,Tarija,CASTELFORT CASTELLANOS Tarde,0,1,1,0,0,0,,3,Menos de un año,NA,"Ciencia, Tecnología y Producción",0,,1,Computadora de escritorio,4,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,38,Cochabamba,Quillacollo,CALAMA,0,0,1,0,0,0,,19,Más de un año,10,"Ciencia, Tecnología y Producción",1,Manejo de las TICs ,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,32,La Paz,El Alto,PARAISO B,1,0,1,0,0,0,,5,Más de un año,5,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,31,La Paz,El Alto,BOLIVIA MAÑANA,1,0,1,0,0,0,,5,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,44,Cochabamba,Quillacollo,CALAMA,1,0,1,1,0,0,,19,Más de un año,6,"Ciencia, Tecnología y Producción",1,Tecnologías educativas en el aula TICs,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,43,Cochabamba,Quillacollo,CALAMA,1,0,1,0,0,0,,13,Más de un año,4,Comunidad y Sociedad,1,Ciatec,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,39,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,0,0,0,,17,Más de un año,2,Comunidad y Sociedad,1,Manejo de Tics Don Bosco,1,Computadora de escritorio,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,35,La Paz,El Alto,REPUBLICA DEL JAPON MAÑANA,0,0,1,0,0,0,,5,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,41,La Paz,El Alto,PARAISO B,1,0,1,0,1,0,,18,Más de un año,10,"Vida, Tierra y Territorio",0,,1,Computadora portátil,3,0,NA,Otro,Sí,Sí,Sí,Sí
Sí,Masculino,45,Oruro,Oruro,SIMON BOLIVAR SECUNDARIA,1,1,1,0,0,0,,19,Más de un año,4,"Ciencia, Tecnología y Producción",1,Kuaa,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Masculino,42,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,0,0,1,1,0,0,,17,Más de un año,8,"Ciencia, Tecnología y Producción",1,Uso de kuas,1,Computadora portátil,3,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,52,La Paz,La Paz,ALFREDO VARGAS B,1,0,1,0,0,0,,30,Más de un año,22,"Ciencia, Tecnología y Producción",1,Talleres con Educainnova,1,Computadora de escritorio,1,1,1,Otro,Sí,Sí,No,Sí
